Transaction_ID,Date,Department_ID,Region_ID,Product_Category,Budget_Revenue,Actual_Revenue,Budget_Expense,Actual_Expense,Headcount,Status
TXN0002980,2026-06-12 00:00:00,D007,R004,Services,103570.62,122690.53,85549.83,89578.57,151,Completed
TXN0002981,2026-05-19 00:00:00,D008,R004,Consulting,133242.37,125801.08,82331.44,95289.44,148,Completed
TXN0002982,2025-06-24 00:00:00,D010,R002,Subscription,119028.16,126569.51,125336.72,133585.62,79,Completed
TXN0002983,2024-01-11 00:00:00,D002,R002,Subscription,146767.11,141706.56,102714.12,95420.13,140,Pending
TXN0002984,2026-09-03 00:00:00,D004,R001,Services,177243.75,193206.13,109693.21,102162.11,175,Cancelled
TXN0002985,2025-03-10 00:00:00,D009,R001,Software,167355.33,142616.94,99789.12,82407.8,64,Completed
TXN0002986,2024-07-28 00:00:00,D010,R002,Software,176796.53,206724.06,97927.55,111662.8,175,Completed
TXN0002987,2024-04-07 00:00:00,D008,R004,Software,162658.04,222861.8,106245.98,120348.52,134,Completed
TXN0002988,2025-08-15 00:00:00,D010,R002,Software,146271.43,150636.49,120268.43,116312.15,78,Cancelled
TXN0002989,2026-07-16 00:00:00,D003,R003,Support,83878.51,84872.06,56406.55,63818.88,70,Cancelled
TXN0002990,2026-05-11 00:00:00,D003,R003,Subscription,163707.39,184305.75,72211.19,52736.83,164,Cancelled
TXN0002991,2025-08-30 00:00:00,D007,R004,Support,111559.02,106361.64,52013.84,53552.38,146,Cancelled
TXN0002992,2026-07-23 00:00:00,D010,R002,Support,113296.07,134283.62,55606.1,62604.53,27,Cancelled
TXN0002993,2026-02-25 00:00:00,D005,R002,Hardware,247256.09,333940.59,125723.52,85878.67,168,Cancelled
TXN0002994,2024-07-29 00:00:00,D004,R001,Subscription,134587.19,173726.41,97915.25,98885.6,80,Completed
TXN0002995,2025-02-02 00:00:00,D009,R001,Subscription,206464.74,209130.49,102867.01,119007.59,49,Completed
TXN0002996,2025-08-25 00:00:00,D002,R002,Services,168425.67,164917.72,100779.37,107708.7,41,Pending
TXN0002997,2026-04-15 00:00:00,D007,R004,Software,160286.64,159311.11,117155.14,113840.37,164,Completed
TXN0002998,2024-08-29 00:00:00,D009,R001,Consulting,130500.23,166899.45,88632.29,92966.06,122,Pending
TXN0002999,2025-03-18 00:00:00,D001,R001,Services,142154.03,143524.77,82428.81,79933.22,84,Cancelled
TXN0003000,2025-10-29 00:00:00,D004,R001,Services,136073.61,134355.35,80602.39,70947.59,176,Cancelled
TXN0003001,2024-10-10 00:00:00,D006,R003,Subscription,171329.3,187952.89,87400.08,81584.74,173,Cancelled
TXN0003002,2024-01-07 00:00:00,D001,R001,Hardware,199462.45,225485.91,156994.41,181927.2,93,Pending
TXN0003003,2026-06-08 00:00:00,D002,R002,Support,90993.77,104562.91,52253.24,54831.7,92,Completed
TXN0003004,2026-04-11 00:00:00,D009,R001,Services,166917.66,162434.29,98074.5,64642.46,156,Completed
TXN0003005,2025-06-28 00:00:00,D009,R001,Consulting,145365.18,159342.7,83315.21,70796.74,28,Cancelled
TXN0003006,2026-04-13 00:00:00,D007,R004,Hardware,unknown,209098.46,165215.41,213954.77,166,Completed
TXN0003007,2024/07/20,D004,R006,Consulting,131771.79,135779.99,66319.04,60317.71,177,Completed
TXN0003008,2025-11-20 00:00:00,D004,R001,Hardware,185888.06,189685.07,160130.29,105954.83,35,Completed
TXN0003009,2024-11-01 00:00:00,D004,R001,Consulting,116739.27,87332.08,89655.31,87857.42,66,Cancelled
TXN0003010,2024-03-24 00:00:00,D005,R002,hardware,203498.46,234980.54,135957.52,91692.48,12,Completed
TXN0003011,2024-01-14 00:00:00,D008,R004,Software,168721.32,171676.97,106205.98,104123.71,175,Cancelled
TXN0003012,2024-05-08 00:00:00,D007,R004,Consulting,118052.86,158991.91,64917.04,72107.14,19,Completed
TXN0003013,2024-06-15 00:00:00,D007,R004,Software,188151.61,230968.21,101413.5,106455.07,176,Completed
TXN0003014,2024-04-08 00:00:00,D010,R002,Software,218579.61,247615.98,141002.43,106515.42,21,Pending
TXN0003015,2025-08-23 00:00:00,D009,R006,Software,159999.98,155031.61,99105.89,105532.11,166,Cancelled
TXN0003016,2024-04-21 00:00:00,D002,R002,Hardware,240501.74,252760.56,139043.78,133879.48,121,Pending
TXN0003017,2025-02-05 00:00:00,D003,R003,Subscription,157692.05,153736.65,92779.52,84688.99,154,Pending
TXN0003018,2026-01-24 00:00:00,D007,R004,Software,151294.81,161097.89,79098.49,77587.83,61,Completed
TXN0003019,2026-06-25 00:00:00,D005,R006,Consulting,136278.1,116970.68,82523.69,95346.07,158,Completed
TXN0003020,2026-07-08 00:00:00,D007,R004,Support,112665.38,101033.28,60463.3,55886.31,40,Pending
TXN0003021,2024-10-07 00:00:00,D007,R004,Subscription,148334.53,150219.77,78501.99,108855.92,93,Completed
TXN0003022,2026-10-04 00:00:00,D009,R001,Support,104791.75,107351.51,55237.69,51556.65,165,Pending
TXN0003023,2024-05-16 00:00:00,D007,R004,Services,193952.45,205863.15,85196.07,59074.57,72,Completed
TXN0003024,2026-12-28 00:00:00,D007,R004,support ,98047.15,101590.62,44809.58,43991.12,72,Completed
TXN0003025,2025-04-20 00:00:00,D004,R001,Consulting,129621.8,116001.59,90702.49,93863.73,27,Completed
TXN0003026,2025-02-18 00:00:00,D006,R003,Services,124793.37,91572.89,105791.39,123890.23,93,Pending
TXN0003027,2026-08-08 00:00:00,D002,R002,Software,138129.37,149006.64,93081.97,92385.56,7,Completed
TXN0003028,2024-11-30 00:00:00,D003,R003,Software,141173.09,155823.28,127901.8,150701.95,5,Pending
TXN0003029,2025-05-02 00:00:00,D002,R002,Consulting,140359.68,151380.41,66230.91,84019.05,136,Completed
TXN0003030,2025-12-07 00:00:00,D003,R003,Subscription,163689.25,154073.96,78237.19,77058.32,101,Completed
TXN0003031,2025-08-30 00:00:00,D004,R001,Software,190789.27,222798.62,115747.51,105091.65,83,Completed
TXN0003032,2025-10-23 00:00:00,D010,R005,Subscription,209923.11,174927.01,93372.4,100443.59,17,Completed
TXN0003033,2024-07-12 00:00:00,D007,R004,Software,173769.38,206405.52,119585.18,121147.44,115,Completed
TXN0003034,2026-07-14 00:00:00,D005,R002,Services,142969.68,178128.48,70856.43,68280.85,57,Completed
TXN0003035,2024-08-09 00:00:00,D002,R002,Subscription,173128.13,159800.3,81992.84,85225.35,41,Pending
TXN0003036,2025-01-17 00:00:00,D008,R004,Services,83800.72,91509.24,81411.94,80467.33,24,Completed
TXN0003037,2025-01-08 00:00:00,D003,R003,Consulting,103278.59,104143.04,68831.47,66334.24,31,Completed
TXN0003038,2024-12-17 00:00:00,D005,R002,Consulting,81883.23,92587.88,75576.68,69384.99,151,Cancelled
TXN0003039,2026-06-15 00:00:00,D006,R003,Consulting,132983.41,110771.83,83178.8,92822.37,64,Pending
TXN0003040,2025-05-12 00:00:00,D004,R001,Subscription,194884.45,209250.63,101498.47,111904.97,34,Cancelled
TXN0003041,2026-04-16 00:00:00,D003,R003,Hardware,234954.53,164596.62,139917.84,146584.44,12,Completed
TXN0003042,2024-02-16 00:00:00,D004,R001,Consulting,131666.65,126008.02,77152.02,78440.7,131,Cancelled
TXN0003043,2026-04-04 00:00:00,D009,R001,Consulting,93937.15,74329.83,73171.59,77263.08,179,Completed
TXN0003044,2026-04-04 00:00:00,D008,R004,Software,163731.71,179898.9,115459.09,137556.0,132,Completed
TXN0003045,2024-02-01 00:00:00,D007,R004,Services,147127.27,131032.47,82842.48,93938.85,98,Completed
TXN0003046,2024-12-16 00:00:00,,R004,Software,163032.59,179133.05,122877.43,135321.0,51,Completed
TXN0003047,2024-06-25 00:00:00,D006,R003,Services,129240.09,134823.29,70039.77,67533.65,105,Completed
TXN0003048,2026-07-05 00:00:00,D001,R001,Subscription,154467.39,170619.24,87859.87,78448.12,31,Completed
TXN0003049,2024-05-29 00:00:00,D007,R004,Support,71999.12,64253.69,51969.76,59881.69,138,Completed
TXN0003050,2025-11-01 00:00:00,D002,R002,Services,173527.38,188845.78,82975.19,,150,Pending
TXN0003051,2026-12-30 00:00:00,D008,R004,Software,243443.46,246587.61,118620.68,118237.09,179,Completed
TXN0003052,2025-08-14 00:00:00,D004,R001,Subscription,110644.19,99560.0,83277.28,85328.96,144,Completed
TXN0003053,2025-11-08 00:00:00,D003,R003,Software,156867.93,159199.57,119594.48,100858.42,13,Cancelled
TXN0003054,2026-06-06 00:00:00,D004,R001,Subscription,122222.45,119295.65,97083.05,112205.93,158,Completed
TXN0003055,2024-09-23 00:00:00,D009,R001,Support,90898.77,87855.95,57137.54,56326.7,81,Cancelled
TXN0003056,2026-11-14 00:00:00,D006,R003,Subscription,165353.28,161385.85,99161.0,108697.95,146,Completed
TXN0003057,2026-11-05 00:00:00,D002,R002,Consulting,96690.56,107758.55,80045.7,76915.73,122,Completed
TXN0003058,2025-04-26 00:00:00,D008,R004,Services,158932.2,180869.03,89011.11,116333.7,144,Pending
TXN0003059,2025-01-17 00:00:00,D008,R004,Services,174266.25,177139.32,84391.96,83544.9,11,Cancelled
TXN0003060,2024-05-10 00:00:00,D008,R004,Software,159072.58,158952.59,128057.85,90657.46,165,Pending
TXN0003061,2026-02-26 00:00:00,D008,R004,Consulting,130306.96,138986.18,90002.42,79669.58,143,Completed
TXN0003062,2026-11-01 00:00:00,D010,R002,Consulting,144616.5,163787.15,76599.46,88998.89,132,Completed
TXN0003063,2025-02-05 00:00:00,D003,R003,Subscription,152777.32,107938.48,88089.38,79214.55,131,Completed
TXN0003064,2024-01-02 00:00:00,D009,R001,Subscription,162351.37,149564.02,95681.43,93996.54,107,Completed
TXN0003065,2025-07-05 00:00:00,D004,R001,Support,93930.05,,49775.18,49156.42,12,Completed
TXN0003066,2025-11-10 00:00:00,D007,R004,Subscription,151893.95,191548.83,89912.71,99914.52,180,Pending
TXN0003067,2025-07-26 00:00:00,D010,R005,Services,151938.04,125507.32,76797.57,-50997.49319683419,143,Completed
TXN0003068,2025-05-29 00:00:00,D006,R003,Hardware,196762.22,202248.29,117069.85,134172.23,51,Cancelled
TXN0003069,2025-02-05 00:00:00,D007,R004,Consulting,142772.92,121482.28,72346.62,72621.15,40,Completed
TXN0003070,2025-05-20 00:00:00,D010,R002,Support,81666.3,70376.56,45828.86,61747.85,167,Completed
TXN0003071,2026-03-12 00:00:00,D009,R001,Hardware,224766.78,233237.78,149987.64,147231.71,61,Completed
TXN0003072,2024-07-30 00:00:00,D009,R001,Subscription,186128.36,151109.62,84442.56,112343.21,92,Pending
TXN0003073,2025-11-02 00:00:00,D003,R003,Support,101864.04,121136.4,62018.58,60547.71,52,Cancelled
TXN0003074,2024-12-30 00:00:00,D006,R003,Consulting,113446.51,127191.26,92327.81,68389.63,92,Pending
TXN0003075,2026-04-06 00:00:00,D003,R003,Services,138527.76,127416.64,59954.71,64745.37,155,Completed
TXN0003076,2026-01-27 00:00:00,D004,R001,Subscription,175179.65,179704.29,80818.85,85758.8,31,Completed
TXN0003077,2026-03-12 00:00:00,D009,R001,Support,89260.59,104425.39,55183.41,71674.84,99,Completed
TXN0003078,2026-11-28 00:00:00,D001,R001,Consulting,82833.75,81108.07,102707.4,107125.23,72,Pending
TXN0003079,2025-10-18 00:00:00,D009,R001,Subscription,191070.87,187877.21,58906.53,70240.19,129,Completed
TXN0003080,2025-09-19 00:00:00,D005,R002,Services,132815.59,104703.06,78573.99,84609.52,165,Cancelled
TXN0003081,2024-06-01 00:00:00,D002,,Subscription,173094.57,141176.9,97940.14,97785.52,33,Pending
TXN0003082,2025-02-11 00:00:00,D010,R002,Software,109472.34,114965.62,116936.37,140726.36,138,Completed
TXN0003083,2024-06-25 00:00:00,D010,R002,Software,165748.75,119460.83,141494.12,150129.83,98,Completed
TXN0003084,2025-08-24 00:00:00,D007,R004,Hardware,246089.28,318733.57,139689.98,191321.55,121,Completed
TXN0003085,2024-08-07 00:00:00,D006,R003,SERVICES,165357.52,170851.2,116828.08,115693.65,60,Completed
TXN0003086,2026-05-09 00:00:00,D006,R003,Services,158458.41,178249.65,78053.43,87632.01,126,Cancelled
TXN0003087,2026-07-05 00:00:00,D002,R002,Consulting,93846.58,91833.23,99586.65,112983.28,86,Completed
TXN0003088,2024-11-02 00:00:00,D001,R001,Hardware,214622.49,229254.39,143874.9,146164.0,169,Completed
TXN0003089,2024-03-13 00:00:00,D005,R002,Software,162318.48,177417.79,106777.6,105973.55,95,Completed
TXN0003090,2024-09-06 00:00:00,D008,R004,Subscription,136005.77,130866.29,101759.09,105680.16,156,Cancelled
TXN0003091,2024-09-26 00:00:00,D008,R004,Subscription,152717.05,140880.84,54839.42,61925.27,127,Completed
TXN0003092,2026-11-19 00:00:00,D005,R002,Services,153129.3,153390.93,90495.07,92641.29,139,Cancelled
TXN0003093,2025-11-08 00:00:00,D006,R003,Services,101136.74,109594.97,97043.17,109269.04,147,Pending
TXN0003094,2026-11-03 00:00:00,D007,R006,Subscription,131035.98,143988.91,90542.12,95174.26,111,Pending
TXN0003095,2024-12-09 00:00:00,D009,R001,Hardware,230683.44,218936.97,145268.98,127117.05,40,Pending
TXN0003096,2025-07-26 00:00:00,D006,R003,Support,116504.9,113501.15,62241.16,54634.69,143,Completed
TXN0003097,2025-10-11 00:00:00,D010,R002,Hardware,261227.87,356232.14,160149.78,147848.18,162,Completed
TXN0003098,2024-08-31 00:00:00,D003,R003,Hardware,228078.42,221322.98,160709.88,163347.83,26,Pending
TXN0003099,2024-03-28 00:00:00,D006,R005,Software,172189.84,229337.76,114821.27,104766.66,44,Completed
TXN0003100,2025-04-20 00:00:00,D006,R003,Subscription,117862.68,142140.76,93508.13,96384.95,23,Completed
TXN0003101,2025-10-29 00:00:00,D003,R003,Software,143780.22,132825.91,96199.64,112973.01,86,Completed
TXN0003102,2024-03-10 00:00:00,D004,R006,Consulting,112687.59,117602.62,97763.86,,138,Completed
TXN0003103,2024-07-24 00:00:00,D007,R004,Services,149035.57,143560.75,79444.41,73409.26,77,Completed
TXN0003104,2026-02-23 00:00:00,D005,R002,Subscription,107919.75,109804.32,87991.0,103566.58,103,Cancelled
TXN0003105,2024-10-22 00:00:00,D010,R002,Consulting,105064.11,107992.77,75727.8,90727.36,132,Completed
TXN0003106,2026-06-22 00:00:00,D007,R004,Support,91404.45,100921.19,61538.36,65039.17,79,Pending
TXN0003107,2026-01-20 00:00:00,D003,R003,Services,160007.17,171043.22,87904.91,79341.0,136,Completed
TXN0003108,2026-12-12 00:00:00,D006,R003,Software,175852.9,172288.16,96598.38,100410.06,60,Completed
TXN0003109,2024-09-30 00:00:00,D009,R001,Software,187955.11,178852.13,119830.62,127156.03,53,Completed
TXN0003110,2024-01-15 00:00:00,D003,R003,Services,123991.41,156838.31,74804.53,61412.26,165,Completed
TXN0003111,2024-01-17 00:00:00,D010,R002,Consulting,163751.02,162765.48,94071.6,124597.6,28,Cancelled
TXN0003112,2024-11-23 00:00:00,D004,R001,Consulting,164551.11,165488.48,69063.98,64616.76,57,Cancelled
TXN0003113,2024-12-04 00:00:00,D008,R004,Subscription,152890.49,158385.25,67529.76,82265.83,125,Pending
TXN0003114,2026-07-22 00:00:00,D009,R001,Support,113478.54,122883.43,54004.1,53487.93,50,Completed
TXN0003115,2025-06-17 00:00:00,D006,R003,Hardware,273996.42,346265.96,152004.79,160069.96,97,Cancelled
TXN0003116,2024-11-12 00:00:00,D005,R002,Consulting,148369.72,168065.84,51775.02,55439.69,151,Completed
TXN0003117,2026-11-12 00:00:00,D006,R003,Software,225837.7,245022.92,108846.69,104032.55,176,Pending
TXN0003118,2025-05-08 00:00:00,D007,R004,Subscription,163611.26,174177.0,81242.59,106493.14,31,Pending
TXN0003119,2026-06-19 00:00:00,D001,R001,Services,108667.36,113296.23,86088.56,95067.3,35,Pending
TXN0003120,2026-06-26 00:00:00,D003,R005,Services,125873.95,131708.47,108040.79,94032.11,60,Cancelled
TXN0003121,2025-10-29 00:00:00,D010,R002,Software,159999.51,150207.74,122294.93,142413.12,51,Completed
TXN0003122,2025-03-14 00:00:00,D003,R003,Subscription,172154.01,157963.4,86879.3,88592.26,110,Completed
TXN0003123,2024-06-03 00:00:00,D002,R002,Hardware,248132.81,267091.2,120504.4,120281.27,168,Completed
TXN0003124,2025-04-29 00:00:00,D004,R001,Services,159692.01,144794.34,79217.38,59789.76,47,Completed
TXN0003125,2025-02-20 00:00:00,D006,R003,Services,106108.85,123456.32,55859.01,,86,Cancelled
TXN0003126,2026-09-28 00:00:00,D005,R002,Software,114672.06,111705.11,115552.74,120839.7,170,Pending
TXN0003127,2025-08-16 00:00:00,D008,R004,Consulting,194105.08,186019.32,49524.81,55351.59,68,Completed
TXN0003128,2026-10-17 00:00:00,D010,R002,Hardware,230988.18,236352.11,169069.23,184077.64,161,Completed
TXN0003129,2026-06-17 00:00:00,D003,R003,Subscription,171269.01,140677.98,80573.72,76335.47,5,Completed
TXN0003130,2024-11-27 00:00:00,D010,R002,Software,146692.99,,118432.5,152816.35,19,Completed
TXN0003131,2026-08-17 00:00:00,D004,R001,Subscription,151280.09,192791.0,99511.04,114742.97,139,Pending
TXN0003132,2025-10-31 00:00:00,D002,R002,Support,49168.9,49966.33,55147.02,45843.29,40,Cancelled
TXN0003133,2025-05-12 00:00:00,D009,R001,Subscription,121542.71,116070.66,74986.8,66788.98,38,Completed
TXN0003134,2024-10-02 00:00:00,D001,R001,Software,118405.19,108494.39,111465.99,129023.25,98,Pending
TXN0003135,2024-03-18 00:00:00,D001,R888,Services,159267.91,191091.4,63581.63,65203.19,16,Completed
TXN0003136,2026-08-11 00:00:00,D009,R001,Support,98696.56,95206.6,69560.79,72444.18,137,Cancelled
TXN0003137,2025-12-16 00:00:00,D009,R001,Consulting,194675.65,176748.9,56916.63,69697.03,180,Completed
TXN0003138,2025-01-13 00:00:00,D006,R003,Hardware,224940.65,230375.71,117097.57,121845.22,65,Cancelled
TXN0003139,2025-02-17 00:00:00,D007,R004,Software,167560.23,192419.44,107621.71,98086.82,9,Completed
TXN0003140,2024-06-16 00:00:00,D005,R002,Consulting,152743.38,168546.54,66100.89,58787.88,151,Cancelled
TXN0003141,2025-12-11 00:00:00,D006,R003,Software,187332.64,166872.64,118735.7,100672.94,46,Completed
TXN0003142,2024-02-16 00:00:00,D010,R002,Software,202469.26,,89223.23,91267.55,43,Cancelled
TXN0003143,2025-12-14 00:00:00,D003,R003,,81578.83,84300.75,56658.27,61217.1,174,Completed
TXN0003144,2025-07-21 00:00:00,D002,R002,Consulting,80535.14,78339.94,73554.53,81952.84,172,Cancelled
TXN0003145,2026-05-01 00:00:00,D004,R005,Software,184984.66,182451.17,100811.53,120094.3,125,Completed
TXN0003146,2024-07-09 00:00:00,D004,R001,Consulting,101869.13,103779.79,76836.0,72287.56,160,Completed
TXN0003147,2024-11-05 00:00:00,D003,R003,Support,81177.92,94130.99,59339.16,59110.88,43,Completed
TXN0003148,2026-07-31 00:00:00,D004,R001,Support,110103.64,132159.04,,43631.18,109,Pending
TXN0003149,2024-08-18 00:00:00,D003,R005,Software,163040.14,135697.29,132759.41,157567.56,102,Pending
TXN0003150,2024-03-26 00:00:00,D002,R002,Services,151467.14,154809.18,109784.54,125641.13,35,Cancelled
TXN0003151,2025-12-03 00:00:00,,R001,Support,91160.96,97063.88,61130.36,81054.47,174,Cancelled
TXN0003152,2025-03-14 00:00:00,D008,R004,Services,118363.63,118110.59,108059.02,109306.61,14,Completed
TXN0003153,2025-11-21 00:00:00,D010,R002,Consulting,133186.41,151520.22,80207.78,95384.73,58,Cancelled
TXN0003154,2025-09-09 00:00:00,D001,R001,Consulting,100599.41,86671.37,75935.18,69847.81,138,Completed
TXN0003155,2024-12-26 00:00:00,D003,R003,Hardware,238247.24,253659.64,135873.3,155763.2,30,Completed
TXN0003156,2026-12-10 00:00:00,D005,R006,Support,65058.06,74973.89,44486.79,32338.1,40,Completed
TXN0003157,2024-10-02 00:00:00,D001,R001,Hardware,297998.4,269823.17,120906.82,136719.19,43,Cancelled
TXN0003158,2025-01-31 00:00:00,D005,R002,Software,143182.71,146922.65,120331.95,151327.44,98,Completed
TXN0003159,2024-01-03 00:00:00,D007,R004,Software,233664.85,244811.74,143877.28,152833.05,59,Cancelled
TXN0003160,2026-10-13 00:00:00,D010,R002,Support,113196.6,139918.08,50960.76,62703.21,9,Completed
TXN0003161,2024-10-17 00:00:00,D004,R001,Software,246770.78,225691.81,100689.17,67600.04,75,Completed
TXN0003162,2025-10-30 00:00:00,D007,R004,Subscription,187312.17,150451.9,78745.54,91635.64,143,Completed
TXN0003163,2025-03-10 00:00:00,D007,R004,Services,113186.04,152730.51,82571.28,82375.92,11,Completed
TXN0003164,2024-02-22 00:00:00,D002,R002,Services,143289.67,147338.97,87922.16,86880.87,41,Pending
TXN0003165,2024-11-27 00:00:00,D001,R001,Hardware,224555.01,193843.04,168403.29,193478.07,127,Completed
TXN0003166,2024-12-06 00:00:00,D009,R001,Software,189417.59,138963.01,115782.21,106475.01,158,Cancelled
TXN0003167,2024-06-23 00:00:00,D001,R001,Support,80197.97,85017.47,50057.93,48584.45,115,Pending
TXN0003168,2024-09-16 00:00:00,D010,R888,Services,108344.89,108698.72,84394.19,83528.82,77,Cancelled
TXN0003169,2024-11-20 00:00:00,D002,R002,Hardware,158061.57,164379.37,,158893.29,180,Completed
TXN0003170,2024-03-07 00:00:00,D004,R001,Hardware,222033.81,256999.18,126043.39,116364.55,68,Completed
TXN0003171,2026-10-13 00:00:00,D002,R006,Consulting,138972.45,96483.47,109356.25,142929.91,149,Pending
TXN0003172,2024-05-12 00:00:00,D006,R003,Hardware,281337.15,294400.93,179478.89,192655.05,99,Pending
TXN0003173,2026-01-31 00:00:00,D010,R002,Hardware,247870.32,269155.46,136465.57,128817.47,77,Pending
TXN0003174,2026-09-09 00:00:00,D003,R003,Hardware,211955.01,189593.73,152196.33,150219.12,32,Completed
TXN0003175,2024-08-14 00:00:00,D005,R002,Software,213688.3,247324.61,103987.51,108689.82,16,Cancelled
TXN0003176,2024-09-08 00:00:00,D001,R001,Subscription,165584.94,172035.87,90909.99,108318.74,14,Completed
TXN0003177,2026-04-24 00:00:00,D001,R001,Support,109933.85,117549.65,43222.69,51920.67,146,Completed
TXN0003178,2024-07-03 00:00:00,D002,R002,Hardware,197547.73,172963.66,167136.62,167082.61,130,Completed
TXN0003179,2024-01-27 00:00:00,D007,R004,Subscription,132770.51,160297.5,113185.1,86293.65,137,Completed
TXN0003180,2024-03-03 00:00:00,D006,R003,Services,143144.42,157931.3,88506.92,105168.62,32,Completed
TXN0003181,2026-11-07 00:00:00,D001,R001,Services,149571.8,148865.41,92715.36,98461.81,15,Pending
TXN0003182,2026-08-04 00:00:00,D008,R004,Software,149691.89,147141.27,106698.26,116054.93,63,Completed
TXN0003183,2026-01-09 00:00:00,D002,R002,Hardware,264461.74,224998.31,160339.5,152520.7,140,Completed
TXN0003184,2024-12-24 00:00:00,D008,R004,Consulting,148561.47,152097.01,75318.0,84434.5,34,Completed
TXN0003185,2025-12-15 00:00:00,D001,R006,Services,115667.51,105393.15,83543.07,82234.09,141,Cancelled
TXN0003186,2026-05-29 00:00:00,D006,R003,Support,110547.41,118377.66,63243.89,70026.79,157,Completed
TXN0003187,2024-01-12 00:00:00,D008,R005,Subscription,164316.32,182113.75,98593.83,109667.71,90,Completed
TXN0003188,2026-06-19 00:00:00,D004,R001,Services,131774.28,131312.58,90839.17,106801.32,70,Pending
TXN0003189,2024-06-10 00:00:00,,R004,Services,111628.06,111684.43,106860.7,110498.25,95,Cancelled
TXN0003190,2026-08-30 00:00:00,D002,R888,Services,154778.62,102789.11,95214.83,92293.66,9,Completed
TXN0003191,2026-04-29 00:00:00,D001,R001,Consulting,129416.13,156747.13,91960.6,97558.08,113,Completed
TXN0003192,2024-02-21 00:00:00,D005,,Support,88012.99,-78774.12919283984,47796.98,63294.48,22,Completed
TXN0003193,2026-08-15 00:00:00,D001,R001,Consulting,103768.96,113038.13,61758.6,56466.88,36,Completed
TXN0003194,2025-04-28 00:00:00,D001,R006,Subscription,200970.74,176896.68,97011.29,114108.39,144,Cancelled
TXN0003195,2025-07-06 00:00:00,D002,R002,Subscription,133987.74,124403.42,65247.7,84818.15,151,Completed
TXN0003196,2024-05-14 00:00:00,D006,R003,Support,65378.14,67991.46,54512.54,42532.77,86,Completed
TXN0003197,2026-10-24 00:00:00,D001,R001,Subscription,186176.0,188820.94,79611.25,104928.27,14,Cancelled
TXN0003198,2026-10-14 00:00:00,D005,R002,Subscription,213472.16,235290.22,90466.94,65245.17,106,Cancelled
TXN0003199,2025-04-03 00:00:00,D009,R001,Support,70337.86,69145.67,62599.73,,170,Completed
TXN0003200,2024-09-03 00:00:00,D004,R001,Consulting,125186.18,130770.34,66609.62,65785.24,111,Pending
TXN0003201,2024-07-28 00:00:00,D010,R002,Hardware,231297.17,285730.77,152470.88,188492.26,110,Pending
TXN0003202,2025-08-10 00:00:00,D002,R002,Consulting,111754.42,122390.91,80811.85,65504.34,17,Pending
TXN0003203,2025-04-22 00:00:00,D008,R004,Services,120973.14,105743.08,110793.82,108765.72,49,Completed
TXN0003204,2026-11-21 00:00:00,D007,R004,Support,84357.4,77199.86,56692.85,53334.8,176,Cancelled
TXN0003205,2024-08-21 00:00:00,D010,R002,Subscription,160307.97,167329.73,95103.45,101656.52,161,Pending
TXN0003206,2026-06-01 00:00:00,D001,R006,Services,152411.59,143029.87,89458.33,81865.84,174,Completed
TXN0003207,2026-11-21 00:00:00,D001,R001,Software,171322.0,179218.42,65056.09,66782.65,122,Cancelled
TXN0003208,2024-04-22 00:00:00,D003,R003,Consulting,112536.47,105614.58,84869.14,96967.45,45,Completed
TXN0003209,2024-06-20 00:00:00,D005,R002,Subscription,157180.7,183106.9,72252.66,94935.78,65,Completed
TXN0003210,2026-10-30 00:00:00,D010,R002,Subscription,172817.23,146381.12,94016.49,121575.86,154,Pending
TXN0003211,2026-06-29 00:00:00,D003,R003,Software,unknown,193521.71,102999.77,139788.0,10,Cancelled
TXN0003212,2026-11-06 00:00:00,D009,R001,Hardware,139066.76,130243.3,165340.83,153394.28,12,Completed
TXN0003213,2025-09-14 00:00:00,D009,R001,Hardware,187685.49,167991.94,125299.96,133216.66,141,Completed
TXN0003214,2025-12-30 00:00:00,D003,R003,Consulting,79505.15,80984.89,82618.96,94269.76,138,Cancelled
TXN0003215,2026-11-04 00:00:00,D004,R001,Consulting,108163.82,100649.81,70889.59,61774.43,100,Pending
TXN0003216,2024-02-22 00:00:00,D001,R001,Software,139545.95,95581.27,113639.97,131964.52,71,Cancelled
TXN0003217,2026-08-27 00:00:00,D001,R001,Hardware,262830.6,260163.44,181875.17,180907.57,175,Completed
TXN0003218,2024-06-23 00:00:00,D003,R003,Consulting,87867.02,102935.17,64057.76,,81,Cancelled
TXN0003219,2024-06-21 00:00:00,D007,R004,Support,95485.23,110008.68,56704.17,66672.27,45,Cancelled
TXN0003220,2025-07-07 00:00:00,D008,R004,Subscription,95507.51,94056.24,112238.4,112415.04,47,Cancelled
TXN0003221,2024-11-04 00:00:00,D007,R004,Subscription,73736.31,80333.85,89595.01,92991.75,123,Pending
TXN0003222,2026-09-04 00:00:00,D010,R002,Support,80018.4,81582.16,51544.46,,175,Completed
TXN0003223,2024-08-29 00:00:00,D005,R006,Services,152387.98,165492.56,87910.6,98192.53,71,Completed
TXN0003224,2026-05-24 00:00:00,D010,R002,Hardware,210837.51,259886.68,144473.88,142664.14,16,Pending
TXN0003225,2026-09-25 00:00:00,D009,R001,Services,142125.39,147607.99,96552.61,92434.83,77,Cancelled
TXN0003226,2026-02-11 00:00:00,D009,R001,Support,70129.72,65052.55,53364.91,51244.48,95,Completed
